image_path,label_path,class_name,class_id,x_center,y_center,width,height
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_382.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_382.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_383.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_383.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_384.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_384.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_385.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_385.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_386.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_386.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_387.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_387.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_388.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_388.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_389.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_389.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_390.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_390.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_391.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_391.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_392.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_392.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_393.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_393.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_394.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_394.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_395.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_395.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_396.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_396.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_397.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_397.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_398.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_398.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_399.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_399.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_400.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_400.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_401.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_401.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_402.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_402.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_403.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_403.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_404.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_404.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_405.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_405.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_406.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_406.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_407.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_407.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_408.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_408.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_409.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_409.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_410.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_410.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_411.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_411.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_412.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_412.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_413.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_413.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_414.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_414.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_415.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_415.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_416.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_416.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_417.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_417.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_418.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_418.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_419.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_419.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_420.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_420.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_421.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_421.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_422.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_422.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_423.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_423.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_424.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_424.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_425.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_425.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_426.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_426.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_427.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_427.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_428.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_428.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_429.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_429.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_430.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_430.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_431.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_431.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_432.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_432.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_433.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_433.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_434.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_434.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_435.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_435.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_436.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_436.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_437.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_437.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_438.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_438.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_439.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_439.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_440.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_440.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_441.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_441.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_442.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_442.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_443.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_443.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_444.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_444.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_445.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_445.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_446.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_446.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_447.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_447.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_448.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_448.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_449.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_449.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_450.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_450.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_451.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_451.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_452.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_452.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_453.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_453.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_454.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_454.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_455.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_455.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_456.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_456.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_457.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_457.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_458.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_458.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_459.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_459.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_460.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_460.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_461.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_461.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_462.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_462.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_463.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_463.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_464.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_464.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_465.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_465.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_466.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_466.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_467.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_467.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_468.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_468.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_469.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_469.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_470.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_470.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_471.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_471.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_472.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_472.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_473.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_473.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_474.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_474.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_475.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_475.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_476.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_476.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_477.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_477.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_478.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_478.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_479.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_479.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\Images\damage\wing_damage\aug_480.jpg,D:\Projects\Aero-AI_DroneDeliverySystem\Data\Auto_labelling\labels\damage\wing_damage\aug_480.txt,damage\wing_damage,3,0.5,0.5,0.95,0.95
